ID,Weapon_Name,Country_of_Origin,Manufacturer,Category,Subcategory,Year_Introduced,Year_Retired,Service_Status,Caliber,Action_Type,Effective_Range_m,Max_Range_m,Weight_kg,Length_mm,Barrel_Length_mm,Muzzle_Velocity_mps,Rate_of_Fire_rpm,Magazine_Capacity,Warhead_Weight_kg,Max_Speed_kmh,Crew_Size,Unit_Cost_USD,Num_Operator_Nations,Primary_Users,NATO_Compatible,Generation,Theater_of_Operation,Export_Status,Combat_Proven,Propulsion_Type,Guidance_System,Communication_System,Operating_Environment,Protection_Level,Notes
5331,Type-286,Poland,Huta Stalowa Wola,Small Arm,Under-barrel GL,1999,,Active,338 Lapua Magnum,Gas-operated long stroke piston,72,113,12.48,863,779,300,,136,,,2,159749,5,Poland + 4 allied nations,No,5th+,Land,Key Export Product,Yes,Manual,Optical,SATCOM,Littoral,Slat/Cage armor,5th+ generation Under-barrel GL; operated by Poland; active service; Littoral optimised
5332,Patriot-439,Singapore,State Arsenal,Air Defense,Laser-Based Air Defense,1956,,Active,72mm,IR heat-seeking dual-waveband,300106,397779,25424.61,,,,,10,565.4,,7,746057720,22,Singapore + 21 allied nations,No,4th,Land,Key Export Product,No,N/A,Laser beam riding,Software Defined Radio,High-altitude,No armor,4th generation Laser-Based Air Defense; operated by Singapore; active service; High-altitude optimised
5333,Bill-122,Lithuania,Government Defence Works,Anti-Tank,Network-Enabled ATGM,1950,,Reserve,105mm,3rd gen imaging IR seeker,24627,38688,92.38,721,,,,1,184.1,,2,159471,16,Lithuania + 15 allied nations,Yes,3rd,Air,Embargoed,Limited,Electric,IR fire-and-forget,UHF radio,High-altitude,Composite + ERA,3rd generation Network-Enabled ATGM; operated by Lithuania; reserve service; High-altitude optimised
5334,BMP-407,Mongolia,Armed Forces Ordnance,Armored Vehicle,Wheeled APC,1956,,Testing/Evaluation,20mm autocannon,N/A - semi-autoloader,4063,6311,25025.94,8143,,,,,,,5,4822677,32,Mongolia + 31 allied nations,No,4.5th,Land,Not Exported,Limited,Hybrid diesel-electric,Manual,BFT Blue Force Tracking,Arctic/Cold weather,Explosive Reactive Armour (ERA),4.5th generation Wheeled APC; operated by Mongolia; testing/evaluation service; Arctic/Cold weather optimised
5335,PF-A4,Kuwait,State Arsenal,Support Weapon,Light Mortar,2002,,Active (Limited),81mm,Gas-operated semi/full auto,2711,4714,57.13,581,812,165,15,26,15.3,,4,81605,28,Kuwait + 27 allied nations,Partial,3.5th,Land,Limited Export,Yes,Electric,N/A,Link 11,Arctic/Cold weather,Electro-optical APS,3.5th generation Light Mortar; operated by Kuwait; active (limited) service; Arctic/Cold weather optimised
5336,AS-217,Algeria,Armed Forces Ordnance,Artillery,Self-Propelled Howitzer,2001,,Active,175mm,Separate loading QF,,,46487.83,,,,,23,,,6,8765310,29,Algeria + 28 allied nations,Yes,5th,Land,Limited Export,Yes,Wheeled diesel,Inertial,UHF radio,Underground,Steel plate,5th generation Self-Propelled Howitzer; operated by Algeria; active service; Underground optimised
5337,APILAS-140,Brazil,Avibras,Anti-Tank,Fire-and-Forget ATGM,1979,,Active,110mm,Predicted Line of Sight,21995,29103,28.7,,,,,1,130.7,,3,251407,18,Brazil + 17 allied nations,No,2nd,Air,Exported,No,N/A,Dual IIR/SAL,JTIDS,Underground,Soft-kill APS,2nd generation Fire-and-Forget ATGM; operated by Brazil; active service; Underground optimised
5338,T-316,Zambia,National Ordnance Plant,Special Systems,Directed Energy Weapon,1948,,Active (Limited),Jamming spectrum,Multi-spectral EO/IR,33318,68542,9899.2,6025,,,,,,,8,11522501,33,Zambia + 32 allied nations,Partial,3rd,Land,Embargoed,Yes,Manual,Optical,Link 11,Amphibious,Electro-optical APS,3rd generation Directed Energy Weapon; operated by Zambia; active (limited) service; Amphibious optimised
5339,AIM-160,Laos,Government Defence Works,Missile,Land-Attack Cruise Missile,2018,,Active,520mm,INS/GNSS/optical terminal,5634128,6540170,9827.21,15176,,,,7,475.6,6070,4,24903042,15,Laos + 14 allied nations,No,4th,Air,Not Exported,Limited,Combined ramjet+rocket,Dual GPS/IR,VHF radio,Littoral,Slat/Cage armor,4th generation Land-Attack Cruise Missile; operated by Laos; active service; Littoral optimised
5340,MV-96,Croatia,National Ordnance Plant,Naval,Landing Helicopter Dock,1964,,In Development,100mm,N/A - naval propulsion,,,15051022.27,313472,,,,,,,3444,16788090175,23,Croatia + 22 allied nations,Partial,3rd,Sea,Very Limited Export,Limited,CODAG combined,Optical,Encrypted UHF/VHF,Desert,Classified composite,3rd generation Landing Helicopter Dock; operated by Croatia; in development service; Desert optimised
5341,IMR-S,Montenegro,Ministry Arms Factory,Special Systems,Directed Energy Weapon,1956,,Active (Limited),N/A,Multi-spectral EO/IR,456483,817023,48591.35,,,,,,,,6,11023882,34,Montenegro + 33 allied nations,No,6th (prototype),Sea,Very Limited Export,Yes,Chemical,N/A,UHF radio,Urban,Electro-optical APS,6th (prototype) generation Directed Energy Weapon; operated by Montenegro; active (limited) service; Urban optimised
5342,PN-49,Serbia,Defence Production Corp,Naval,Mine Countermeasure,2003,,Reserve,Torpedo 533mm,N/A - naval propulsion,,,46045647.57,,,,,,,,3910,10571189328,22,Serbia + 21 allied nations,No,1st,Sea,Not Exported,No,Nuclear PWR,Unguided,Link 16 datalink,Underground,Steel plate,1st generation Mine Countermeasure; operated by Serbia; reserve service; Underground optimised
5343,FS-Gamma,Laos,State Defence Enterprise,Naval,Nuclear Attack Submarine,1971,,Active (Limited),VLS Mk41 cells,N/A - naval propulsion,,,23067443.04,190126,,,,,,,1007,11053537407,33,Laos + 32 allied nations,Yes,1st,Sea,Limited Export,Limited,CODAD diesel,N/A,Link 11,Naval,No armor,1st generation Nuclear Attack Submarine; operated by Laos; active (limited) service; Naval optimised
5344,KC-151,Slovenia,State Arsenal,Aircraft,Airborne Early Warning,2021,,Retired,27mm Mauser BK-27,N/A - fly-by-wire,10794650,13082549,62409.72,,,,,,,,2,2014735484,9,Slovenia + 8 allied nations,No,6th (prototype),Air,Widely Exported,No,Combined turbofan+ramjet,Optical,IFF Mode 4/5,Amphibious,Composite Chobham,6th (prototype) generation Airborne Early Warning; operated by Slovenia; retired service; Amphibious optimised
5345,MALE-345,North Korea,National Ordnance Plant,UAS,Mini/Nano UAS,1997,2016,Retired,Laser designator only,Swarm AI coordination,7391661,16397865,294.36,846,,,,,394.5,744,3,116493482,17,North Korea + 16 allied nations,Partial,5th,Land,Very Limited Export,Yes,Hybrid electric,Anti-radiation passive,VHF radio,Urban,Explosive Reactive Armour (ERA),5th generation Mini/Nano UAS; operated by North Korea; retired service; Urban optimised
5346,PN-423,North Macedonia,Ministry Arms Factory,Naval,Amphibious Assault Ship,2004,,Active,76mm OTO Melara,N/A - naval propulsion,,,74677544.63,,,,,,,,2730,15197410251,18,North Macedonia + 17 allied nations,No,5th,Sea,Limited Export,Limited,Conventional propeller,Unguided,HF/VHF/UHF,Underground,NERA,5th generation Amphibious Assault Ship; operated by North Macedonia; active service; Underground optimised
5347,MQ-49,Bangladesh,Government Defence Works,UAS,Tactical UAS,1996,,Active (Limited),Anti-armor kinetic warhead,Passive anti-radiation homing,3512436,7610829,11422.3,8106,,,,,203.7,392,1,231416858,15,Bangladesh + 14 allied nations,Partial,4.5th,Air,Very Limited Export,Limited,Turbojet,Laser spot tracking,VHF radio,Jungle,Explosive Reactive Armour (ERA),4.5th generation Tactical UAS; operated by Bangladesh; active (limited) service; Jungle optimised
5348,F-194,Egypt,State Arsenal,Aircraft,Attack Helicopter,1947,1957,Retired,7.62mm minigun,N/A - conventional controls,5930448,8438319,4080.57,23476,,,,,,2488,6,3219130773,2,Egypt + 1 allied nations,Partial,4th,Air,Widely Exported,Yes,Turboprop,Manual,VHF radio,Urban,Steel plate,4th generation Attack Helicopter; operated by Egypt; retired service; Urban optimised
5349,MSTAR-497,Senegal,Defence Production Corp,Special Systems,Cyber Warfare Platform,2021,,Retired,Electronic/Laser,Electronic jamming,314913,681675,39582.86,,,,,,,,5,67634498,13,Senegal + 12 allied nations,Partial,4th,Air,Very Limited Export,No,Mechanical,Optical,SATCOM,Arctic/Cold weather,Electro-optical APS,4th generation Cyber Warfare Platform; operated by Senegal; retired service; Arctic/Cold weather optimised
5350,AIM-247,Peru,Ministry Arms Factory,Missile,Hypersonic Glide Vehicle,2007,,Reserve,559mm,Fire-and-forget MMW radar,13727174,16183879,28107.99,16822,,,,6,542.1,3306,1,6695352,18,Peru + 17 allied nations,Yes,1st,Air,Limited Export,Yes,Turbojet,Inertial only,IFF Mode 4/5,Desert,Slat/Cage armor,1st generation Hypersonic Glide Vehicle; operated by Peru; reserve service; Desert optimised
5351,DF-407,Uganda,National Ordnance Plant,Missile,Ballistic SRBM,2014,,Testing/Evaluation,600mm,Semi-active laser,9577814,11189865,9799.14,10728,,,,4,129.7,12767,1,22244679,1,Uganda,Yes,4th,Sea,Limited Export,No,Liquid fuel rocket,Dual GPS/IR,BLOS datalink,Multi-environment,Soft-kill APS,4th generation Ballistic SRBM; operated by Uganda; testing/evaluation service; Multi-environment optimised
5352,ACR-280,Mexico,National Ordnance Plant,Small Arm,Revolver,1974,,Reserve,6.5x47mm Lapua,Semi-automatic gas,1799,2364,12.41,265,551,502,1385,52,,,2,147568,35,Mexico + 34 allied nations,N/A,4.5th,Land,Widely Exported,Yes,Chemical,Inertial,SINGCARS,Underground,NERA,4.5th generation Revolver; operated by Mexico; reserve service; Underground optimised
5353,KRI-277,Cyprus,State Defence Enterprise,Naval,Ballistic Missile Submarine,2018,,Active (Limited),ASROC,N/A - naval propulsion,,,79610626.02,210826,,,,,,,985,14902052617,14,Cyprus + 13 allied nations,Yes,1st,Sea,Very Limited Export,No,CODAG combined,Optical,VHF radio,Underground,Composite Chobham,1st generation Ballistic Missile Submarine; operated by Cyprus; active (limited) service; Underground optimised
5354,ROKS-81,Colombia,Ministry Arms Factory,Naval,Offshore Patrol Vessel,1965,1980,Retired,114mm Mk8,N/A - naval propulsion,,,65998444.42,183757,,,,,,,4574,4920214567,16,Colombia + 15 allied nations,Yes,3.5th,Sea,Very Limited Export,No,CODAG combined,Optical,SATCOM,High-altitude,Active Protection System,3.5th generation Offshore Patrol Vessel; operated by Colombia; retired service; High-altitude optimised
5355,SA-379,Germany,Heckler & Koch,Small Arm,Revolver,1971,,Reserve,9x19mm Parabellum,Recoil-operated rotating barrel,2230,3515,3.08,462,597,685,892,,,,2,9344,24,Germany + 23 allied nations,Yes,5th+,Land,Limited Export,Limited,N/A,Manual,HF/VHF/UHF,Littoral,Rolled Homogeneous Armour (RHA),5th+ generation Revolver; operated by Germany; reserve service; Littoral optimised
5356,RCL-276,Kuwait,Armed Forces Ordnance,Support Weapon,Rocket Launcher,1974,,Active,107mm,Recoilless single-shot,8842,10641,14.75,1388,530,273,19,14,100.7,,5,82382,9,Kuwait + 8 allied nations,Partial,4.5th,Land,Embargoed,No,N/A,Optical,Encrypted UHF/VHF,Jungle,Composite + ERA,4.5th generation Rocket Launcher; operated by Kuwait; active service; Jungle optimised
5357,A-17,Armenia,Ministry Arms Factory,Aircraft,Strategic Bomber,1988,,Active (Limited),27mm Mauser BK-27,N/A - conventional controls,2678789,4758159,142195.49,34979,,,,,,3066,1,572127880,32,Armenia + 31 allied nations,Yes,5th+,Air,Very Limited Export,Limited,Rotary (turboshaft),Inertial,SINGCARS,Desert,NERA,5th+ generation Strategic Bomber; operated by Armenia; active (limited) service; Desert optimised
5358,HERON-355,Laos,National Defence Industries,UAS,Tactical UAS,1986,,Active,Anti-armor kinetic warhead,Operator-in-loop BLOS,6143271,21327982,15342.89,7840,,,,,184.3,219,3,121777117,26,Laos + 25 allied nations,N/A,5th,Air,Key Export Product,Limited,Hybrid electric,Autonomous AI,JTIDS,Littoral,Slat/Cage armor,5th generation Tactical UAS; operated by Laos; active service; Littoral optimised
5359,SA-89,Sudan,State Defence Enterprise,Small Arm,Light Machine Gun,2012,2024,Retired,7.62x51mm NATO,Lever-delayed blowback bullpup,72,142,8.07,259,,667,1262,136,,,2,36334,10,Sudan + 9 allied nations,Yes,5th+,Land,Embargoed,Limited,N/A,Manual,Software Defined Radio,Littoral,Composite + ERA,5th+ generation Light Machine Gun; operated by Sudan; retired service; Littoral optimised
5360,Bill-HB,Slovakia,National Ordnance Plant,Anti-Tank,Network-Enabled ATGM,2007,,Active (Limited),135mm,Predicted Line of Sight,7324,11216,94.34,1822,,,,,343.3,,3,69915,1,Slovakia,No,4.5th,Land,Exported,No,Manual,Wire SACLOS,BFT Blue Force Tracking,Mountain,Composite Chobham,4.5th generation Network-Enabled ATGM; operated by Slovakia; active (limited) service; Mountain optimised
5361,TB-Dragon,Philippines,Armed Forces Ordnance,UAS,Suicide Drone,1988,,Reserve,50-100kg blast warhead,Swarm AI coordination,410087,686294,7493.12,9806,,,,,434.7,895,3,105692962,14,Philippines + 13 allied nations,N/A,2nd,Air,Exported,Limited,Turbojet,Anti-radiation passive,SATCOM,Naval,No armor,2nd generation Suicide Drone; operated by Philippines; reserve service; Naval optimised
5362,SCR-71,Austria,State Defence Enterprise,Small Arm,Personal Defence Weapon,2005,,Active,7.62x39mm,Gas-operated short stroke piston,1275,2434,10.71,1329,805,503,689,135,,,1,90877,7,Austria + 6 allied nations,Yes,5th+,Land,Limited Export,Yes,Manual,Unguided,SATCOM,Littoral,Composite + Trophy APS,5th+ generation Personal Defence Weapon; operated by Austria; active service; Littoral optimised
5363,BGM-Fulcrum,Afghanistan,Armed Forces Ordnance,Anti-Tank,Network-Enabled ATGM,2004,,Reserve,135mm,RF command guided,20776,24878,20.85,804,,,,1,79.1,,2,363045,10,Afghanistan + 9 allied nations,Yes,1st,Land,Not Exported,Limited,Chemical,IR fire-and-forget,BLOS datalink,Littoral,Electro-optical APS,1st generation Network-Enabled ATGM; operated by Afghanistan; reserve service; Littoral optimised
5364,TB-415,Singapore,National Ordnance Plant,UAS,Armed MALE UAS,2016,,Reserve,Various guided missiles,Fully autonomous swarm,4481510,9889745,3859.96,6002,,,,,410.3,,2,165397327,35,Singapore + 34 allied nations,No,4th,Air,Embargoed,No,Solid rocket,Anti-radiation passive,Encrypted UHF/VHF,Naval,Electro-optical APS,4th generation Armed MALE UAS; operated by Singapore; reserve service; Naval optimised
5365,AN/-Barak,Myanmar,Government Defence Works,Special Systems,Electronic Warfare System,1965,,Active,Directed energy beam,Multi-spectral EO/IR,419350,527384,30322.18,9967,,,,,,,2,65465350,18,Myanmar + 17 allied nations,N/A,2nd,Land,Not Exported,Yes,Chemical,Unguided,SATCOM,Urban,Full spectrum protection,2nd generation Electronic Warfare System; operated by Myanmar; active service; Urban optimised
5366,UH-166,North Macedonia,Government Defence Works,Aircraft,Maritime Patrol Aircraft,1978,,Active,12.7mm HMG,N/A - fly-by-wire,3682148,6462529,131134.49,52426,,,,,,944,1,3633163966,21,North Macedonia + 20 allied nations,Yes,6th (prototype),Air,Not Exported,Yes,Ramjet,Unguided,Encrypted UHF/VHF,Arctic/Cold weather,Hard-kill APS (Trophy),6th (prototype) generation Maritime Patrol Aircraft; operated by North Macedonia; active service; Arctic/Cold weather optimised
5367,BAT-229,Moldova,Defence Production Corp,Special Systems,Decontamination Vehicle,1946,,Active,Jamming spectrum,Remote-operated,269870,692646,37194.01,9333,,,,,,,1,51679021,5,Moldova + 4 allied nations,No,5th+,Sea,Widely Exported,Limited,Mechanical,Unguided,Link 11,Desert,Composite + Trophy APS,5th+ generation Decontamination Vehicle; operated by Moldova; active service; Desert optimised
5368,APILAS-IV,Yemen,Armed Forces Ordnance,Anti-Tank,Top-Attack ATGM,2008,,Active,66mm,Laser beam riding,17588,25906,49.83,,,,,1,252.2,,3,382853,9,Yemen + 8 allied nations,No,2nd,Air,Very Limited Export,Limited,Chemical,RF guided,SATCOM,Arctic/Cold weather,Rolled Homogeneous Armour (RHA),2nd generation Top-Attack ATGM; operated by Yemen; active service; Arctic/Cold weather optimised
5369,AK-102,Turkmenistan,State Arsenal,Small Arm,Carbine,1964,,Active,338 Lapua Magnum,Semi-automatic gas,1913,2913,20.52,1375,,328,1226,20,,,2,202598,16,Turkmenistan + 15 allied nations,Partial,2nd,Land,Exported,Limited,Mechanical,Manual,JTIDS,Jungle,Active Protection System,2nd generation Carbine; operated by Turkmenistan; active service; Jungle optimised
5370,Kornet-108,Kenya,State Defence Enterprise,Anti-Tank,Anti-Tank Mine System,2004,,Active,72mm,Dual IIR/SAL seeker,13099,16583,88.44,743,,,,1,215.6,,1,550921,23,Kenya + 22 allied nations,Yes,4.5th,Land,Limited Export,No,Mechanical,Predicted LOS,SINGCARS,Amphibious,Composite Chobham,4.5th generation Anti-Tank Mine System; operated by Kenya; active service; Amphibious optimised
5371,L-394,Philippines,National Ordnance Plant,Support Weapon,Heavy Mortar,1987,,Active (Limited),76mm,Muzzle-loaded drop-fire,2801,4093,135.01,2010,669,202,16,26,558.9,,1,94900,28,Philippines + 27 allied nations,No,4th,Land,Exported,Yes,Manual,Inertial,Encrypted UHF/VHF,High-altitude,Active Protection System,4th generation Heavy Mortar; operated by Philippines; active (limited) service; High-altitude optimised
5372,BMP-240,Sudan,State Arsenal,Armored Vehicle,Wheeled APC,1960,,Active (Limited),125mm smoothbore,N/A - semi-autoloader,4467,6012,73300.73,,,,,,,,8,7230066,9,Sudan + 8 allied nations,Yes,6th (prototype),Land,Key Export Product,No,Gas turbine,Unguided,Link 16 datalink,Multi-environment,Electro-optical APS,6th (prototype) generation Wheeled APC; operated by Sudan; active (limited) service; Multi-environment optimised
5373,BGM-241,Cuba,National Ordnance Plant,Anti-Tank,Anti-Tank Mine System,2019,,Reserve,84mm,Active radar MMW seeker,678,936,100.7,1999,,,,1,539.1,,1,426061,25,Cuba + 24 allied nations,Partial,3rd,Land,Widely Exported,No,Electric,Dual IIR/SAL,Encrypted UHF/VHF,Naval,Composite + Trophy APS,3rd generation Anti-Tank Mine System; operated by Cuba; reserve service; Naval optimised
5374,T-33,Spain,Santa Bárbara Sistemas,Aircraft,Lead-in Fighter Trainer,1946,,Active (Limited),20mm rotary cannon,N/A - fly-by-wire,11195843,16673596,65568.97,25414,,,,,,3070,1,2083515239,30,Spain + 29 allied nations,N/A,3rd,Air,Not Exported,No,Piston,Manual,HF/VHF/UHF,All-terrain,Composite + ERA,3rd generation Lead-in Fighter Trainer; operated by Spain; active (limited) service; All-terrain optimised
5375,F-54,Turkey,STM,Aircraft,Electronic Warfare Aircraft,2013,2023,Retired,30mm GSh-30-1,N/A - FBW quadruplex,8381640,12965633,124939.9,25761,,,,,,2416,6,358158571,22,Turkey + 21 allied nations,Yes,3rd,Air,Limited Export,No,Rotary (turboshaft),Unguided,BLOS datalink,Desert,Full spectrum protection,3rd generation Electronic Warfare Aircraft; operated by Turkey; retired service; Desert optimised
5376,G-158,Cyprus,State Defence Enterprise,Small Arm,General Purpose Machine Gun,1967,,Testing/Evaluation,300 Norma Magnum,Gas-operated direct impingement,1808,2937,12.98,1174,,372,433,75,,,2,165918,30,Cyprus + 29 allied nations,Yes,1st,Land,Key Export Product,Limited,N/A,N/A,JTIDS,Jungle,Steel plate,1st generation General Purpose Machine Gun; operated by Cyprus; testing/evaluation service; Jungle optimised
